2.151043 0.675 0.925
3.66141 0.525 0.95
3.538446 0.75 1
3.374393 0.675 0.9
4.883286 0.8 0.925
3.661372 0.575 0.975
1.648571 0.725 0.95
3.255956 0.625 0.9
1.98862 0.775 1
3.520564 0.675 0.95
1.755087 0.65 0.925
2.548531 0.7 0.925
2.922609 0.65 0.95
0.6588031 0.7 1
2.049017 0.675 1
2.438681 0.525 0.875
2.938581 0.7 1
4.444124 0.575 0.925
1.777974 0.75 1
1.425704 0.7 0.975
1.845471 0.675 0.975
1.570264 0.85 1
1.711027 0.625 0.95
3.371976 0.775 0.975
2.908525 0.55 0.925
4.426449 0.775 0.975
4.032685 0.7 0.85
0.9737361 0.675 0.925
2.145919 0.7 0.975
3.6891 0.7 0.975
3.00793 0.6 0.975
1.919723 0.825 0.975
0.9734649 0.9 1
1.131625 0.675 0.95
1.037968 0.8 1
2.62931 0.725 0.975
2.778098 0.575 0.925
1.284245 0.725 0.975
0.8378785 0.875 0.925
3.906304 0.675 0.975
4.015526 0.625 0.95
0.5590587 0.6 0.95
2.347444 0.7 0.95
4.226511 0.65 0.925
0.4869583 0.8 0.95
3.430157 0.55 0.875
2.196187 0.675 0.975
-0.2602576 0.575 0.925
1.199577 0.65 0.975
1.630484 0.75 0.925
2.804575 0.6 0.975
2.985894 0.6 0.95
0.4595528 0.775 0.975
3.987213 0.8 1
1.063233 0.7 0.95
3.325053 0.75 0.95
2.509202 0.725 0.975
2.162902 0.775 1
2.257004 0.725 0.925
5.202288 0.725 0.875
1.768745 0.75 0.925
2.763224 0.85 0.95
0.951584 0.725 0.925
3.533609 0.625 0.925
4.012791 0.675 1
2.435492 0.75 0.975
3.099903 0.7 0.95
2.760826 0.75 0.975
3.699562 0.7 0.95
1.147598 0.5 0.925
1.334765 0.525 0.925
3.670127 0.675 0.925
0.467662 0.75 1
2.033135 0.7 0.975
3.084047 0.725 0.925
3.577395 0.7 0.925
5.599996 0.7 0.975
3.603612 0.55 0.925
1.206593 0.75 0.9
1.308298 0.9 1
1.628166 0.75 0.95
3.252218 0.7 0.95
0.307071 0.725 0.95
0.7119506 0.6 0.925
2.218783 0.675 0.925
1.044872 0.75 0.975
2.479264 0.625 0.95
1.640367 0.625 0.975
2.218112 0.6 0.975
2.242171 0.675 0.875
2.72161 0.575 0.95
1.73605 0.675 0.925
4.483333 0.65 0.925
3.732668 0.65 0.95
0.09480558 0.525 0.95
2.647345 0.825 0.95
3.281683 0.75 0.975
0.6075125 0.75 0.95
2.419449 0.7 0.95
3.208033 0.65 0.925
1.572774 0.625 0.95
2.506683 0.7 0.975
3.136752 0.55 0.95
2.568855 0.75 0.975
2.566446 0.65 0.95
4.644954 0.625 0.875
1.278728 0.7 1
1.198364 0.725 0.9
2.197621 0.75 0.975
4.066613 0.675 0.975
3.039326 0.625 0.95
3.617949 0.65 0.925
1.129207 0.6 0.95
1.279551 0.775 1
2.697689 0.625 0.9
0.9972951 0.7 0.95
3.203876 0.7 0.85
4.381682 0.725 0.95
1.86266 0.6 0.975
1.912081 0.625 0.9
0.4533861 0.8 0.95
2.803008 0.75 0.975
1.421619 0.7 0.975
2.010398 0.7 0.975
6.19801 0.725 0.95
2.197768 0.675 0.925
1.308041 0.675 1
1.617757 0.775 0.975
0.4770016 0.725 0.95
2.12961 0.7 0.925
3.660794 0.625 0.95
2.903748 0.725 1
1.497033 0.7 0.9
5.179465 0.725 0.95
2.076746 0.775 1
4.569989 0.65 0.9
3.028812 0.725 0.9
2.2457 0.825 0.975
0.7950281 0.8 0.925
1.435984 0.7 0.9
3.75858 0.775 0.975
1.310531 0.575 0.925
3.623875 0.625 0.95
2.283173 0.6 0.925
3.366416 0.725 0.975
2.494718 0.725 0.925
2.593079 0.7 1
1.152177 0.825 1
3.056389 0.625 1
2.69821 0.675 1
3.389355 0.75 0.95
-0.4355731 0.575 0.75
0.8172536 0.825 1
2.953294 0.65 0.975
2.264424 0.575 0.975
1.560588 0.725 0.95
3.18862 0.725 0.9
3.183895 0.75 0.975
2.659499 0.675 0.925
4.057077 0.65 0.925
2.107844 0.65 0.975
3.024225 0.7 0.975
0.03152654 0.7 0.925
1.206613 0.6 0.95
2.372448 0.825 1
2.638655 0.55 0.925
2.658917 0.675 0.975
3.792218 0.625 0.875
1.384436 0.75 0.95
3.395453 0.625 1
1.997148 0.525 1
2.431543 0.65 0.925
4.968785 0.7 0.975
3.29062 0.625 0.925
2.776045 0.675 0.95
2.024345 0.625 0.95
2.904422 0.525 0.875
2.872192 0.725 0.975
0.3218502 0.625 0.925
4.606715 0.675 0.975
1.206886 0.825 0.95
1.858182 0.65 0.95
3.41805 0.7 0.925
3.112923 0.6 0.95
4.208875 0.75 0.975
3.138705 0.75 0.95
1.695552 0.725 1
1.439192 0.8 1
0.9312845 0.6 0.95
3.431963 0.7 0.925
2.365438 0.675 0.9
3.296478 0.625 0.975
3.01578 0.625 0.95
4.132917 0.7 1
3.983866 0.75 0.95
-0.122947 0.675 0.9
3.198161 0.65 0.95
2.84879 0.675 0.9
2.416476 0.725 0.9
0.8762229 0.65 0.95
-0.2343067 0.6 0.9
4.546296 0.65 0.875
1.127427 0.725 0.95
