-1.239016 0.675 0.95
2.150762 0.575 0.95
-0.8507337 0.775 0.95
-0.513283 0.625 0.975
0.1567411 0.7 0.975
0.6600346 0.775 0.975
0.2398191 0.575 0.95
1.26797 0.725 0.95
1.636318 0.65 0.85
3.50598 0.675 0.925
-1.39212 0.65 0.925
-1.021598 0.675 0.95
-1.632712 0.675 1
-1.306232 0.725 1
-1.96028 0.7 0.925
-0.040725 0.725 0.925
-0.4353077 0.675 0.975
-1.416692 0.725 0.975
-0.704866 0.65 0.925
-0.6096165 0.725 0.95
0.7888679 0.65 0.95
-0.3783193 0.7 0.95
0.1053442 0.675 0.975
-0.8735715 0.675 0.975
-0.7113435 0.625 0.925
-2.338194 0.7 0.975
-0.07392452 0.55 0.925
0.2096184 0.725 0.925
-2.599042 0.725 0.95
0.8707607 0.625 0.9
-0.7082474 0.7 0.9
2.262502 0.7 0.95
1.678528 0.675 0.95
-1.246577 0.575 0.925
-0.8391065 0.7 0.95
-1.904473 0.725 0.925
1.922632 0.725 0.95
-2.410721 0.875 1
-0.9584073 0.65 0.925
-2.745533 0.725 0.975
1.464837 0.575 0.9
-1.53759 0.525 0.925
-1.685715 0.525 0.925
0.6013871 0.575 1
-0.2887956 0.725 1
1.753949 0.675 0.95
-0.475635 0.65 1
-1.509863 0.675 0.9
0.1723782 0.675 0.925
0.7415646 0.65 0.975
2.184945 0.75 0.95
-2.325461 0.7 0.9
-1.813169 0.625 0.875
2.375675 0.675 1
-1.021161 0.6 0.975
1.472182 0.75 0.975
2.99233 0.65 0.95
-0.3001901 0.775 0.95
0.02566066 0.55 0.975
-4.03635 0.65 0.95
-0.546101 0.625 1
-1.240571 0.75 0.975
2.270175 0.7 0.95
-1.393889 0.825 0.975
-3.517046 0.725 0.9
3.358089 0.65 0.875
-1.965659 0.675 0.925
-2.41202 0.6 1
2.024382 0.625 0.95
-2.70552 0.7 0.95
2.757893 0.8 0.975
2.02997 0.775 0.975
2.498995 0.675 0.875
-1.58055 0.425 0.925
0.6526006 0.625 0.95
-0.6965464 0.775 1
-1.056093 0.75 0.975
-0.09786983 0.725 0.95
-0.4191025 0.65 0.975
1.01425 0.6 0.9
-0.7045843 0.7 0.975
-0.7670533 0.65 1
0.5534505 0.75 0.975
1.91971 0.65 0.95
0.5028021 0.85 0.975
-1.468399 0.65 0.875
0.05955396 0.675 0.975
-1.000016 0.55 0.925
0.1343589 0.725 0.975
0.8539823 0.775 0.975
0.4493091 0.85 0.975
1.917975 0.7 0.95
2.170269 0.6 0.9
0.9178035 0.6 0.95
-1.842283 0.7 1
-0.1020699 0.725 0.975
1.66547 0.575 0.9
-1.47244 0.625 1
-0.6703992 0.575 0.9
0.9068919 0.6 0.975
-0.486136 0.725 0.9
0.7719655 0.7 0.9
-1.444966 0.575 0.95
-2.623731 0.525 0.9
0.7743821 0.725 0.925
-4.472355 0.375 0.925
-0.9079537 0.725 0.975
-1.70499 0.7 0.975
1.55123 0.725 1
0.3375051 0.7 0.95
1.857471 0.65 0.975
0.3296746 0.675 0.925
-1.792275 0.775 1
0.3859322 0.625 0.975
